company,name,fuel,km_driven,mileage,torque,seats,engine,Insurance_id,Insurance
Tata,Tata Indigo CS eLX BS IV,Diesel,170000,21.7 kmpl,200Nm@ 1750rpm,5,2393 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VXI Optional,Petrol,220000,16.1 kmpl,59Nm@ 2500rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VXI Deca,Petrol,80000,17.57 kmpl,69Nm@ 3500rpm,5,1497 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ciaz ZDi Plus SHVS,Diesel,57000,17.57 kmpl,74.5Nm@ 4000rpm,5,1199 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Captur 1.5 Diesel RXT,Diesel,100000,16.0 kmpl,99.04Nm@ 4500rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,Diesel,40000,19.4 kmpl,154.9Nm@ 4200rpm,5,1199 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Active 1.4 SX with AVN,Diesel,40000,16.0 kmpl,69Nm@ 3500rpm,5,1798 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indigo CS eVX,Diesel,50000,18.9 kmpl,77Nm@ 3500rpm,5,1248 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Tata,Tata Bolt Quadrajet XE,Diesel,90000,24.0 kmpl,114Nm@ 4000rpm,5,1405 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R LXI CNG,CNG,86000,21.1 kmpl,260 Nm at 1800-2200 rpm,5,2494 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ertiga SHVS VDI,Diesel,15000,17.8 kmpl,48Nm@ 3000rpm,7,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Ford,Ford Figo Diesel Titanium,Diesel,70000,25.0 kmpl,195Nm@ 1400-2200rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,Diesel,120000,20.4 kmpl,146Nm@ 3400rpm,8,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i10 Magna 1.1L,Petrol,80000,20.4 kmpl,90Nm@ 3500rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Elite i20 Magna Plus BSIV,Petrol,80000,28.09 kmpl,135Nm@ 2500rpm,5,1498 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Hexa XE,Diesel,50000,20.37 kmpl,74.5Nm@ 4000rpm,7,1493 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Tata,Tata Indica Vista Terra Quadrajet 1.3L,Diesel,100000,,62Nm@ 3000rpm,5,2523 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Manza Aura (ABS) Quadrajet,Diesel,80000,17.8 kmpl,259.8Nm@ 1900-2750rpm,5,1199 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,Diesel,108957,21.19 kmpl,320Nm@ 1700-2700rpm,7,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra TUV 300 T8,Diesel,68000,25.0 kmpl,114Nm@ 3500rpm,7,1598 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,65000,22.95 kmpl,195Nm@ 1400-2200rpm,7,1596 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,Diesel,110000,25.44 kmpl,280Nm@ 2400-2800rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Santro Xing GL LPG,LPG,50000,26.6 km/kg,260Nm@ 1800-2200rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,Diesel,100000,24.52 kmpl,84Nm@ 3500rpm,5,999 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto 800 LXI,Petrol,80000,20.0 kmpl,59Nm@ 2500rpm,5,1196 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Elite i20 Petrol Asta Option,Petrol,80000,12.99 kmpl,62Nm@ 3000rpm,5,2179 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai i20 Asta 1.4 CRDi,Diesel,120000,20.63 kmpl,135.4Nm@ 2500rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Vitara Brezza ZDi Plus,Diesel,150000,19.81 kmpl,160Nm@ 2000rpm,5,796 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON Era Plus,Petrol,20000,18.6 kmpl,114.7Nm@ 4000rpm,5,1198 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift AMT ZXI,Petrol,80000,20.36 kmpl,"13.5@ 2,500(kgm@ rpm)",5,1497 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Innova 2.5 GX 7 STR,Diesel,93000,20.86 kmpl,200Nm@ 1750rpm,7,2982 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Xcent 1.2 VTVT E,Petrol,134000,17.6 kmpl,190Nm@ 2000rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Swift Dzire Vdi BSIV,Diesel,90000,18.0 kmpl,113.7Nm@ 4000rpm,5,2494 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Volkswagen,Volkswagen Ameo 1.5 TDI Trendline,Diesel,60000,18.8 kmpl,"113Nm@ 4,500rpm",5,1493 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indigo CS LS (TDI) BS III,Diesel,120000,12.99 kmpl,220Nm at 1400-2600 rpm,5,1582 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Vitara Brezza LDi Option,Diesel,30000,18.49 kmpl,350Nm@ 1750-2500rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI BSIII,Petrol,22200,10.91 kmpl,219.7Nm@ 1500-2750rpm,5,2494 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire VDI Optional,Diesel,6000,24.0 kmpl,113.75nm@ 4000rpm,5,799 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI BS IV,Petrol,32000,17.8 km/kg,113Nm@ 4200rpm,5,2523 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto 800 LXI,Petrol,90000,17.01 kmpl,72Nm@ 4386rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift AMT ZDI,Diesel,78000,22.05 kmpl,200Nm@ 1750rpm,5,1598 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda Amaze S i-VTEC,Petrol,12000,18.6 kmpl,110Nm@ 4800rpm,5,1196 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Audi,Audi Q5 35TDI Premium Plus,Diesel,120000,22.54 kmpl,200Nm@ 1750rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Jaguar,Jaguar XF 2.0 Diesel Portfolio,Diesel,40000,24.3 kmpl,200Nm@ 1750rpm,5,814 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Land,Land Rover Discovery Sport TD4 SE,Diesel,110000,21.1 kmpl,"12.7@ 2,700(kgm@ rpm)",7,1498 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
BMW,BMW 5 Series 520d Sport Line,Diesel,260000,21.21 kmpl,20.4@ 1400-3400(kgm@ rpm),5,1199 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda CR-V 2.4L 4WD AT AVN,Petrol,10000,12.8 kmpl,62Nm@ 3000rpm,5,1199 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ciaz 1.3 Alpha,Diesel,12000,20.14 kmpl,99.8Nm@ 2700rpm,5,1198 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda CR-V 2.4L 4WD AT AVN,Petrol,60000,19.3 kmpl,108Nm@ 4400rpm,5,2523 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Hexa XTA,Diesel,41000,21.66 kmpl,72Nm@ 4386rpm,7,1298 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Luxury,Diesel,25000,19.09 kmpl,59Nm@ 2500rpm,7,1248 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Creta 1.6 SX Automatic Diesel,Diesel,30000,24.3 kmpl,114Nm@ 4000rpm,5,1248 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Corolla Altis 1.8 G CVT,Petrol,50000,18.9 kmpl,200Nm@ 1750rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Volvo,Volvo XC40 D4 R-Design,Diesel,10000,26.59 kmpl,113Nm@ 4200rpm,5,2523 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ciaz ZDi,Diesel,40000,20.51 kmpl,195Nm@ 1400-2200rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Bolero 2011-2019 SLX,Diesel,120000,22.74 kmpl,290Nm@ 1800-2800rpm,7,1396 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VXI Deca,Petrol,40000,28.4 kmpl,190Nm@ 2000rpm,5,799 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i10 Sportz,Petrol,80000,17.8 kmpl,245Nm@ 1750rpm,5,796 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai EON D Lite Plus,Petrol,42108,17.01 kmpl,59Nm@ 2500rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto LXi,Petrol,70000,22.37 kmpl,215Nm@ 1750-3000rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Omni E MPI STD BS IV,Petrol,150000,19.33 kmpl,113Nm@ 4500rpm,8,1248 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra XUV500 W4,Diesel,100000,9.5 kmpl,"13.5@ 2,500(kgm@ rpm)",7,1396 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W4,Diesel,79000,12.83 kmpl,200Nm@ 1750rpm,7,1405 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Zen Estilo Sports,Petrol,91000,22.48 kmpl,360Nm@ 1400-3200rpm,5,1405 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra TUV 300 T8 AMT,Diesel,50000,12.0 kmpl,200Nm@ 1750rpm,7,1086 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Alto LXi,Petrol,81000,14.67 kmpl,200Nm@ 1750rpm,5,796 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Figo Diesel EXI,Diesel,51000,28.09 kmpl,600Nm@ 2000rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai i20 1.4 Asta Option,Diesel,27000,12.0 kmpl,380Nm@ 1750-2750rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.4 Sportz,Diesel,26000,17.6 kmpl,380Nm@ 1750-2500rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Baleno Sigma 1.2,Petrol,17100,19.87 kmpl,400Nm@ 1750-2500rpm,5,1086 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,Diesel,56000,12.0 kmpl,190Nm@ 1750rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,Diesel,60000,17.6 kmpl,200Nm@ 1750rpm,5,936 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W8 2WD,Diesel,22000,14.28 kmpl,250Nm@ 1750-2500rpm,7,796 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON Era Plus,Petrol,30000,18.0 kmpl,145Nm@ 4600rpm,5,796 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Verna 1.6 VTVT AT SX,Petrol,43001,26.21 kmpl,250Nm@ 1500-3000rpm,5,1493 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto K10 2010-2014 VXI,Petrol,60000,15.96 kmpl,200Nm@ 1750rpm,5,1061 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Diesel,9000,20.4 kmpl,90Nm@ 3500rpm,5,796 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Ciaz ZDi Plus,Diesel,65000,20.36 kmpl,135Nm@ 2500rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Fluence Diesel E4,Diesel,95000,21.1 kmpl,200Nm@ 1200-3600rpm,5,2523 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda Amaze S i-DTEC,Diesel,62000,19.7 kmpl,330Nm@ 1800rpm,5,1061 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Gypsy King Soft Top MPI BSIV,Petrol,48000,16.8 kmpl,400Nm@ 1750-2500rpm,8,1497 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Swift ZDi,Diesel,72000,15.1 kmpl,259.9Nm@ 1900-2750rpm,5,1248 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda BRV i-DTEC V MT,Diesel,35000,15.1 kmpl,259.87nm@ 1500-3000rpm,7,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Petrol,100600,16.9 kmpl,200Nm@ 1900rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Scorpio VLX 2WD AT BSIII,Diesel,105000,18.49 kmpl,190Nm@ 2000rpm,8,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti A-Star Vxi,Petrol,90000,19.7 kmpl,280Nm@ 1800-2800rpm,5,1061 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W8 2WD,Diesel,92385,20.0 kmpl,195Nm@ 1400-2200rpm,7,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai EON Sportz,Petrol,25000,22.54 kmpl,51Nm@ 4000+/-500rpm,5,1591 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Tigor 1.2 Revotron XZ,Petrol,60000,22.54 kmpl,114Nm@ 4000rpm,5,1198 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 Magna,Petrol,100000,21.4 kmpl,114Nm@ 4000rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire ZDi,Diesel,100000,22.54 kmpl,,5,999 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault KWID Climber 1.0 AMT,Petrol,25000,22.54 kmpl,"16.6@ 4,500(kgm@ rpm)",5,1498 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Figo Diesel Titanium,Diesel,120000,15.1 kmpl,219.7Nm@ 1500-2750rpm,5,2523 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,Diesel,185000,21.1 kmpl,197Nm@ 1750rpm,5,2523 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,Diesel,134000,19.4 kmpl,180Nm@ 2000rpm,8,2523 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai i20 Magna 1.2,Petrol,120000,17.01 kmpl,160Nm@ 2000rpm,5,1086 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra XUV500 W7 BSIV,Diesel,120000,20.92 kmpl,113.75nm@ 4000rpm,7,2179 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 SportZ Edition,Petrol,165000,25.1 kmpl,330Nm@ 1600-2800rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire VXi,Petrol,120000,26.21 kmpl,190Nm@ 2000rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra KUV 100 mFALCON D75 K8,Diesel,89000,21.8 kmpl,22.4 kgm at 1750-2750rpm,6,796 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i10 Era,Petrol,120000,25.8 kmpl,"16@ 2,000(kgm@ rpm)",5,2494 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Asta (o),Petrol,120000,11.96 kmpl,"16.6@ 4,500(kgm@ rpm)",5,2523 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Baleno Delta Automatic,Petrol,50000,22.9 kmpl,200Nm@ 1750rpm,5,999 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,CNG,15000,,69Nm@ 3500rpm,5,998 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,Petrol,13000,21.9 kmpl,113.75nm@ 4000rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ertiga BSIV VXI,Petrol,240000,13.58 kmpl,343Nm@ 1400-3400rpm,7,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VDI,Diesel,45000,18.9 kmpl,350Nm@ 1750-2500rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ertiga SHVS ZDI Plus,Diesel,30000,11.79 kmpl,,7,796 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Renault,Renault Duster 110PS Diesel RxZ,Diesel,28000,19.0 kmpl,113Nm@ 4200rpm,5,1582 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Ford,Ford Figo Diesel Titanium,Diesel,70000,15.1 kmpl,190Nm@ 2000rpm,5,2523 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Corolla AE,Petrol,116000,21.1 kmpl,260 Nm at 1800-2200 rpm,5,1582 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Figo Aspire 1.5 TDCi Titanium,Diesel,90000,20.3 kmpl,74.5Nm@ 4000rpm,5,1896 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti SX4 ZDI Leather,Diesel,120000,18.9 kmpl,135 Nm at 2500  rpm ,5,1086 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica Vista Quadrajet VX,Diesel,100000,19.3 kmpl,,5,2179 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Figo Diesel EXI,Diesel,50000,22.5 kmpl,115Nm@ 4000rpm,5,1198 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Audi,Audi Q7 3.0 TDI Quattro,Diesel,120000,24.04 kmpl,200Nm@ 1400-3400rpm,7,998 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica V2 DLS TC,Diesel,72500,20.0 kmpl,350Nm@ 1500-2750rpm,5,1968 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto LX,Petrol,120000,20.0 kmpl,250Nm@ 1500-2500rpm,5,2179 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica V2 2001-2011 DLS BSIII,Diesel,120000,12.99 kmpl,330Nm@ 1600-2800rpm,5,2499 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Scorpio Gateway 2WD,Diesel,83000,18.6 kmpl,219.7Nm@ 1500-2750rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,40000,15.1 kmpl,130@ 2500(kgm@ rpm),8,998 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R AX BSIV,Petrol,46000,18.9 kmpl,420Nm@ 1400-2600rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai i10 Asta,Petrol,137000,17.5 kmpl,200Nm@ 1400-3400rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift ZXI ABS,Petrol,25000,25.32 kmpl,69Nm@ 3500rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto K10 LXI,Petrol,50000,19.81 kmpl,190.24nm@ 1750-2250rpm,5,1497 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Duster 85PS Diesel RxL Optional,Diesel,60000,18.2 kmpl,90Nm@ 3500rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ertiga ZDI,Diesel,100000,17.0 kmpl,59Nm@ 2500rpm,7,814 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda City 2017-2020 VTEC,Petrol,105000,21.4 kmpl,"16@ 2,000(kgm@ rpm)",5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto STD,Petrol,20000,21.94 km/kg,90Nm@ 3500rpm,5,998 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Tigor 1.2 Revotron XT,Petrol,50000,18.9 kmpl,200Nm@ 1750rpm,5,1999 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Triber RXT BSIV,Petrol,120000,17.5 kmpl,200Nm@ 1750rpm,7,2487 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Vitara Brezza VDi Option,Diesel,70000,22.9 kmpl,190Nm@ 2000rpm,5,1999 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.2 Asta Option,Petrol,90000,,200Nm@ 2000rpm,5,2179 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Nexon 1.2 Revotron XZ Plus,Petrol,75000,19.69 kmpl,114Nm@ 3500rpm,5,1969 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto K10 2010-2014 VXI,Petrol,82500,24.52 kmpl,305Nm@ 2000rpm,5,2494 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda Jazz 1.2 V i VTEC,Petrol,110000,19.01 kmpl,200Nm@ 1750rpm,5,998 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Bolero SLX,Diesel,20000,20.0 kmpl,219.66NM@ 1500-2750rpm,7,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Bolero SLX,Diesel,110000,13.4 kmpl,146Nm at 4800 rpm,7,1199 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,100000,25.83 kmpl,"12.5@ 3,000(kgm@ rpm)",5,2494 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R LXI,Petrol,52000,21.5 kmpl,90Nm@ 3500rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Xcent 1.1 CRDi Base,Diesel,90000,22.3 kmpl,200Nm@ 1750rpm,5,1496 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Etios G Safety,Petrol,90000,19.0 kmpl,250Nm@ 1500-2500rpm,5,1197 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Etios Liva 1.4 GD,Diesel,53000,20.0 kmpl,219.6Nm@ 1500-2750rpm,5,1186 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Verna CRDi 1.6 AT SX Plus,Diesel,180000,12.07 kmpl,190 Nm at 1750 rpm ,5,1995 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
BMW,BMW 3 Series 320d Luxury Line Plus,Diesel,53000,16.8 kmpl,219.6Nm@ 1500-2750rpm,5,1995 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,Diesel,53000,19.7 kmpl,190Nm@ 2000rpm,7,1199 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Renault,Renault Koleos 2.0 Diesel,Diesel,50600,17.88 kmpl,62Nm@ 3000rpm,5,1598 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Pulse RxZ Optional,Diesel,110000,13.5 kmpl,320Nm@ 1500-3000rpm,5,1984 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Volkswagen,Volkswagen Polo 2015-2019 1.0 MPI Trendline,Petrol,32000,12.8 kmpl,200Nm@ 1750rpm,5,1498 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W9 BSIV,Diesel,5000,18.9 kmpl,200Nm@ 1750rpm,7,998 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Corolla Altis Diesel D4DG,Diesel,25000,20.36 kmpl,114.7Nm@ 4000rpm,5,1248 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
Volkswagen,Volkswagen Polo GT TSI,Petrol,30000,16.1 kmpl,110Nm@ 4800rpm,5,1197 CC,6,"Comapany Name:HDFC Argo,Policy Plan:8500"
